"laptop_ID","Company","Product","TypeName","Inches","ScreenResolution","Cpu","Ram","Memory","Gpu","OpSys","Weight","Price_euros"
1223,"Dell","Inspiron 5567","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","AMD Radeon R7 M445","Windows 10","2.36kg",889
428,"Chuwi","LapBook 12.3","Notebook","12.3","IPS Panel Retina Display 2736x1824","Intel Celeron Quad Core N3450 1.1GHz","6GB","64GB Flash Storage","Intel HD Graphics 500","Windows 10","1.4kg",449
594,"Lenovo","Thinkpad T460s","Ultrabook","14.0","IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz","12GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.4kg",1673
1216,"Acer","Aspire 3","Notebook","15.6","1366x768","Intel Celeron Dual Core N3350 2GHz","4GB","1TB HDD","Intel HD Graphics 500","Linux","2.1kg",272
493,"Dell","Precision 3520","Workstation","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz","16GB","512GB SSD","Nvidia Quadro M620","Windows 10","2.17kg",2338
721,"Asus","VivoBook E403NA","Notebook","14.0","Full HD 1920x1080","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.5kg",298
1206,"Dell","XPS 13","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i5 6300U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 520","Linux","1.23kg",1099
320,"Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Windows 10","2.33kg",844
310,"Lenovo","IdeaPad 320-15IAP","Notebook","15.6","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","No OS","2.2kg",359.99
629,"Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","1TB HDD","AMD Radeon 530","Windows 10","2.2kg",776
506,"Lenovo","ThinkPad L570","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.3kg",911
1082,"Dell","Inspiron 5368","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.62kg",798.01
1018,"Toshiba","Portege Z30-C-16H","Notebook","13.3","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.2kg",1195
465,"Microsoft","Surface Laptop","Ultrabook","13.5","Touchscreen 2256x1504","Intel Core i7 7660U 2.5GHz","8GB","256GB SSD","Intel Iris Plus Graphics 640","Windows 10 S","1.25kg",1799
1283,"Lenovo","IdeaPad Y700-15ISK","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.6kg",899
1247,"MSI","GL62M 7RDX","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",1149
471,"Lenovo","Thinkpad P51","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz","8GB","256GB SSD","Nvidia Quadro M2200M","Windows 10","2.67kg",2090
503,"Lenovo","Ideapad 520-15IKBR","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","2.17kg",898.9
404,"Lenovo","ThinkPad L470","Notebook","14.0","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.9kg",938
249,"Lenovo","Yoga 910-13IKB","2 in 1 Convertible","13.9","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.38kg",1079
1010,"HP","Spectre 13-V111dx","Ultrabook","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.11kg",1349
255,"Dell","Inspiron 5579","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","1TB HDD","Intel UHD Graphics 620","Windows 10","2.08kg",819
492,"Lenovo","ThinkPad E480","Notebook","14.0","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.75kg",1049
746,"MSI","GS63VR 7RF","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","1.8kg",2094.48
424,"HP","EliteBook 1040","Ultrabook","14.0","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.43kg",1500
282,"Acer","Aspire A515-51G","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","1TB HDD","Nvidia GeForce MX130","Windows 10","2.2kg",745
1264,"Dell","Latitude 5480","Notebook","14.0","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.6kg",875
788,"Asus","Vivobook Max","Notebook","15.6","1920x1080","Intel Pentium Dual Core N4200 1.1GHz","8GB","128GB SSD","Intel HD Graphics 505","Windows 10","2kg",581.9
118,"HP","Spectre x360","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows 10","1.26kg",1398.99
575,"Lenovo","IdeaPad 320-15IAP","Notebook","15.6","Full HD 1920x1080","Intel Pentium Quad Core N4200 1.1GHz","4GB","500GB HDD","Intel HD Graphics 505","Windows 10","2.2kg",344
978,"HP","ProBook 450","Notebook","15.6","1366x768","Intel Core i5 7200U 2.50GHz","8GB","1TB HDD","Nvidia GeForce 930MX","Windows 10","2.04kg",846.5
250,"Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  2TB HDD","AMD Radeon 530","Windows 10","2.2kg",985
687,"Acer","Aspire VX5-591G","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","16GB","256GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.5kg",1299
806,"Dell","Latitude 3580","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.95kg",810
324,"Acer","TravelMate B","Notebook","11.6","1366x768","Intel Pentium Quad Core N3710 1.6GHz","4GB","128GB Flash Storage","Intel HD Graphics 405","Windows 10","1.4kg",485
248,"Dell","Inspiron 5577","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.56kg",879
1281,"Acer","Aspire ES1-531","Notebook","15.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","500GB HDD","Intel HD Graphics 400","Linux","2.4kg",289
307,"Lenovo","IdeaPad 320-17IKB","Notebook","17.3","1600x900","Intel Core i5 7200U 2.5GHz","6GB","1TB HDD","Nvidia GeForce GTX 940M","Windows 10","2.8kg",649
207,"Lenovo","Legion Y720-15IKB","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","3.2kg",1749
1188,"HP","250 G5","Notebook","15.6","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.96kg",679
933,"MSI","GL62M 7RD","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",1119.91
611,"Dell","Vostro 3568","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon R5 M420","Linux","2.18kg",465
1207,"Acer","Predator G9-793","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.2kg",2599
451,"HP","Omen 15-AX205na","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",1099
745,"Dell","Inspiron 5379","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","1TB HDD","Intel UHD Graphics 620","Windows 10","1.55kg",659
501,"Asus","Rog G752VL-UH71T","Gaming","17.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6700HQ 2.6GHz","24GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 965M","Windows 10","4.33kg",1269
125,"Lenovo","IdeaPad 320-15IKBN","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 940MX","No OS","2.2kg",629
958,"Lenovo","Yoga 700-11ISK","2 in 1 Convertible","11.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core M m7-6Y75 1.2GHz","8GB","256GB SSD","Intel HD Graphics 515","Windows 10","1.1kg",1299
1011,"Acer","Aspire ES1-533","Notebook","15.6","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","500GB HDD","Intel HD Graphics 505","Windows 10","2.4kg",380
693,"Dell","Alienware 15","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","3.49kg",2813.75
725,"Lenovo","110-15ACL (A6-7310/4GB/500GB/W10)","Notebook","15.6","1366x768","AMD A6-Series 7310 2GHz","4GB","500GB HDD","AMD Radeon R4","Windows 10","2.19kg",298
232,"Asus","Vivobook X541UV-DM1217T","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 920MX ","Windows 10","2kg",769
612,"MSI","GS63VR 7RF","Gaming","15.6","4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  2TB HDD","Nvidia GeForce GTX 1060","Windows 10","1.8kg",2299
615,"Lenovo","Yoga 720-15IKB","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Intel HD Graphics 630","Windows 10","2kg",1299
1197,"HP","ProBook 450","Notebook","15.6","1366x768","Intel Core i3 6100U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.07kg",650
1047,"HP","Probook 640","Notebook","14.0","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.95kg",1195
684,"Asus","Zenbook 3","Ultrabook","14.0","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.1kg",1135
338,"Asus","UX510UX-CN269T (i7-7500U/8GB/256GB","Notebook","14.0","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD +  1TB HDD","Intel HD Graphics 620","Windows 10","2kg",1334
1301,"Asus","X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce","Notebook","15.6","1366x768","Intel Core i7 6500U 2.5GHz","4GB","500GB HDD","Nvidia GeForce 920M","Windows 10","2.2kg",720.32
683,"MSI","GP62 7RDX","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.4kg",1294
108,"HP","Pavilion 14-BK001nv","Notebook","14.0","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","6GB","256GB SSD","Nvidia GeForce 940MX","Windows 10","1.58kg",659
1141,"Lenovo","Yoga Book","2 in 1 Convertible","10.1","IPS Panel Touchscreen 1920x1200","Intel Atom x5-Z8550 1.44GHz","4GB","64GB Flash Storage","Intel HD Graphics 400","Windows 10","0.69kg",479
1102,"Lenovo","ThinkPad T460","Notebook","14.0","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","180GB SSD","Intel HD Graphics 520","Windows 7","1.7kg",1199
727,"HP","ProBook 470","Notebook","17.3","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","2.63kg",1200
1043,"HP","Probook 470","Notebook","17.3","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","2.63kg",1080
36,"Lenovo","IdeaPad 120S-14IAP","Notebook","14.0","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","64GB Flash Storage","Intel HD Graphics 500","Windows 10","1.44kg",249
676,"Toshiba","Tecra Z50-D-10E","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.0kg",1258
767,"Dell","Alienware 17","Gaming","15.6","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","4.42kg",2868.99
1088,"HP","ProBook 430","Notebook","13.3","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.49kg",1090
735,"Dell","Inspiron 5378","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows 10","1.71kg",649
438,"Lenovo","Thinkpad 13","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.4kg",1010
673,"Toshiba","Satellite Pro","Notebook","15.6","1366x768","Intel Core i3 6100U 2.1GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","2.1kg",498
597,"Asus","TP501UA-CJ131T (i5-7200U/8GB/1TB/W10)","2 in 1 Convertible","15.6","Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.2kg",739
662,"HP","250 G6","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","No OS","1.86kg",364.9
137,"HP","15-BS078nr (i7-7500U/8GB/1TB/W10)","Notebook","15.6","1366x768","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.05kg",598
592,"MSI","GT80S 6QE","Gaming","17.3","Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10","4.5kg",2349
672,"MSI","GP72VR Leopard","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.7kg",1486.77
817,"Dell","Inspiron 7567","Gaming","15.6","4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.62kg",1679
980,"Dell","Latitude 5580","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.9kg",825
78,"Lenovo","IdeaPad 320-15IKBN","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","2TB HDD","Intel HD Graphics 620","No OS","2.2kg",519
601,"Lenovo","V320-17ISK (i3-6006U/4GB/500GB/FHD/No","Notebook","17.3","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","No OS","2.8kg",529
227,"Toshiba","Portege Z30-C-16L","Ultrabook","13.3","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.2kg",1363
43,"Asus","X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Nvidia GeForce 940MX","Linux","2.3kg",522.99
549,"HP","Envy 13-AB020nr","Ultrabook","13.3","IPS Panel Quad HD+ 3200x1800","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.34kg",1145
192,"Acer","Swift 7","Ultrabook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 7Y54 1.2GHz","8GB","256GB SSD","Intel HD Graphics 615","Windows 10","1.12kg",989
668,"Dell","Latitude E7470","Notebook","14.0","Full HD 1920x1080","Intel Core i5 6300U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.56kg",1229
49,"Dell","Inspiron 3567","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","AMD Radeon R5 M430","Windows 10","2.3kg",639
755,"HP","250 G6","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.86kg",539
510,"Lenovo","IdeaPad 320-14IAP","Notebook","14.0","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","500GB HDD","Intel HD Graphics 500","Windows 10","2.1kg",299
523,"HP","15-bs190od (i5-8250U/4GB/1TB/W10)","Notebook","15.6","Touchscreen 1366x768","Intel Core i5 8250U 1.6GHz","4GB","1TB HDD","Intel UHD Graphics 620","Windows 10","2.04kg",521.47
1215,"Asus","Rog G752VY-GC229T","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10","4.3kg",2150
115,"Lenovo","ThinkPad Yoga","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.37kg",1399
515,"HP","Envy 13-AB002nv","Ultrabook","13.3","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.34kg",1323
273,"HP","Probook 470","Notebook","17.3","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","1TB HDD","Nvidia GeForce 930MX ","Windows 10","2.5kg",1018
187,"Toshiba","Satellite Pro","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","2.0kg",793
1024,"Dell","Inspiron 7567","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","1.0TB Hybrid","Nvidia GeForce GTX 1050","Windows 10","2.65kg",949
427,"Lenovo","Yoga 720-15IKB","2 in 1 Convertible","15.6","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050","Windows 10","2kg",1899
758,"HP","Zbook 17","Workstation","17.3","IPS Panel Full HD 1920x1080","Intel Xeon E3-1535M v5 2.9GHz","16GB","256GB SSD","Nvidia Quadro M2000M","Windows 7","3kg",4389
709,"Lenovo","IdeaPad 320-15AST","Notebook","15.6","Full HD 1920x1080","AMD A9-Series 9420 2.9GHz","4GB","256GB SSD","AMD Radeon 530","Windows 10","2.2kg",399
1125,"HP","EliteBook 1030","Notebook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core M 6Y54 1.1GHz","8GB","256GB SSD","Intel HD Graphics 515","Windows 10","1.16kg",1699
795,"MSI","GL62M (i5-7300HQ/8GB/1TB","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",1089
1228,"Apple","MacBook 12""","Ultrabook","12.0","IPS Panel Retina Display 2304x1440","Intel Core M 1.2GHz","8GB","512GB Flash Storage","Intel HD Graphics 515","Mac OS X","0.920kg",1279
927,"Acer","Aspire E5-575","Notebook","15.6","Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.4kg",499
455,"MSI","GV62 7RD-1686NL","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows 10","2.2kg",1027.74
525,"HP","Probook 450","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","2.04kg",889
967,"Asus","Chromebook Flip","2 in 1 Convertible","12.5","Full HD 1920x1080","Intel Core M M7-6Y75 1.2GHz","8GB","64GB Flash Storage","Intel HD Graphics 515","Chrome OS","1.2kg",1159
1084,"Apple","MacBook 12""","Ultrabook","12.0","IPS Panel Retina Display 2304x1440","Intel Core M 1.1GHz","8GB","256GB Flash Storage","Intel HD Graphics 515","Mac OS X","0.920kg",1300
1064,"Lenovo","ThinkPad X1","Notebook","14.0","IPS Panel 2560x1440","Intel Core i7 6600U 2.6GHz","16GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.1kg",2620
716,"Lenovo","Thinkpad T460p","Notebook","14.0","Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.8kg",1191
1260,"Acer","Aspire ES1-572","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","500GB HDD","Intel HD Graphics 520","Linux","2.4kg",361.8
752,"Lenovo","Thinkpad P51s","Workstation","15.6","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7600U 2.8GHz","16GB","1TB SSD","Nvidia Quadro M520M","Windows 10","2.5kg",3299
354,"Asus","VivoBook Flip","2 in 1 Convertible","11.6","Touchscreen 1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.5kg",375
751,"Lenovo","Flex 5","2 in 1 Convertible","14.0","Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.7kg",999
1287,"Asus","X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce","Notebook","15.6","1366x768","Intel Core i7 6500U 2.5GHz","4GB","500GB HDD","Nvidia GeForce 920M","Windows 10","2.2kg",720.32
911,"Dell","Latitude 5580","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","8GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.9kg",935
722,"Dell","Latitude 5580","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.93kg",1426.66
671,"HP","15-ay047nv (i3-6006U/6GB/1TB/Radeon","Notebook","15.6","1920x1080","Intel Core i3 6006U 2GHz","6GB","1TB HDD","AMD Radeon R5 M430","Windows 10","2.04kg",539
466,"HP","17-BS092ND (i3-6006U/8GB/256GB/W10)","Notebook","17.3","1600x900","Intel Core i3 6006U 2GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","2.5kg",639.9
517,"Dell","XPS 13","Ultrabook","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows 10","1.29kg",899
513,"Asus","ZenBook UX510UX-CN211T","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD +  1TB HDD","Intel HD Graphics 620","Windows 10","2kg",1224
1231,"Dell","Inspiron 7579","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.191kg",999
533,"Lenovo","IdeaPad 320-15IKB","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","4GB","1TB HDD","Nvidia GeForce 920MX","Windows 10","2.2kg",799
635,"Asus","Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10)","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","6GB","1TB HDD","Intel HD Graphics 620","Windows 10","1.5kg",639.01
1256,"MSI","GL62 6QF","Gaming","15.6","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.3kg",1169
754,"Samsung","Notebook 9","Ultrabook","13.3","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","256GB SSD","Intel HD Graphics 620","Windows 10","0.81kg",1649
27,"Apple","MacBook Air","Ultrabook","13.3","1440x900","Intel Core i5 1.6GHz","8GB","128GB Flash Storage","Intel HD Graphics 6000","Mac OS X","1.35kg",1099
670,"Lenovo","IdeaPad 320-15ISK","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.2kg",535
257,"Asus","X505BP-BR019T (A9-9420/4GB/1TB/Radeon","Notebook","15.6","1366x768","AMD A9-Series 9420 3GHz","4GB","1TB HDD","AMD Radeon R5 M420","Windows 10","1.68kg",469
1046,"MSI","GL72M 7RDX","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.7kg",1191.8
733,"Lenovo","V310-15IKB (i5-7200U/4GB/1TB/No","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Intel HD Graphics 620","No OS","1.9kg",489.9
134,"Dell","Inspiron 3567","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon R5 M430","Windows 10","2.2kg",449
532,"Lenovo","ThinkPad L470","Notebook","14.0","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","2.02kg",1340
773,"Dell","Latitude 3380","Notebook","13.3","1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.65kg",849
840,"Lenovo","Thinkpad X1","Ultrabook","14.0","IPS Panel Quad HD+ 2560x1440","Intel Core i7 6600U 2.6GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.1kg",2099
571,"Asus","FX553VD-DM627T (i5-7300HQ/8GB/1TB","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.5kg",839
805,"Asus","R417NA-RS01 (N3350/4GB/32GB/W10)","Notebook","14.0","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows 10","1.63kg",299
